sex,age,hours,inctot
2,67,0,8000
1,67,0,19900
2,67,0,17220
2,67,0,6200
2,67,25,14200
1,67,0,8300
2,67,0,2400
1,67,0,20400
1,67,26,16000
1,67,0,28000
2,67,15,17800
2,67,12,3500
1,67,0,45500
1,67,0,6000
2,67,0,15200
2,67,0,8700
1,67,0,4500
1,67,0,61000
2,67,0,5100
2,67,0,5500
1,68,0,33000
2,68,0,6000
2,68,0,10300
2,68,0,36100
1,68,0,0
1,68,0,0
1,68,0,6500
1,68,0,20400
1,68,0,20900
2,68,0,2800
2,68,0,6300
1,68,20,44100
2,68,0,5000
1,68,0,12400
2,68,0,3100
2,68,0,3400
1,68,0,16210
2,68,0,32000
1,68,0,62000
2,68,0,6700
1,68,0,39400
2,68,0,11700
1,69,40,16800
1,69,0,8200
1,69,40,72800
2,69,0,20000
1,69,0,28100
2,69,0,19000
1,69,0,19000
1,69,0,35300
1,69,40,30000
2,69,0,20800
2,69,0,6000
1,69,0,44200
1,69,20,36420
2,69,0,29000
2,69,0,25900
2,69,0,21670
2,69,0,20250
1,69,40,18100
1,69,0,7200
1,69,0,6000
2,69,0,4900
2,69,0,5400
2,69,0,0
1,69,0,25500
2,69,0,31000
1,69,20,73300
2,69,0,11100
1,69,0,7500
2,69,0,4500
2,69,26,21400
2,69,0,8400
1,69,0,9900
1,69,25,35800
2,69,0,12000
1,69,0,22440
1,69,7,37300
2,69,0,13400
2,69,0,3000
2,70,0,0
1,70,0,8400
2,70,0,8100
2,70,0,42000
2,70,0,0
2,70,0,14400
2,70,0,5400
1,70,0,6000
2,70,0,13600
1,70,24,22100
2,70,0,5030
2,70,0,11400
2,70,0,19260
2,70,0,6100
1,70,40,81800
2,70,0,5200
1,70,15,136000
2,70,0,7300
2,70,0,17800
1,70,0,29000
2,70,0,13400
2,70,0,5400
2,70,0,5510
1,70,0,27700
1,70,0,20700
1,70,0,3700
2,71,0,5000
2,71,0,4400
2,71,0,13200
2,71,0,7700
2,71,0,25800
1,71,20,29800
1,71,0,13000
1,71,0,14000
2,71,0,0
2,71,0,8400
2,71,0,18170
2,71,0,15900
1,71,40,19500
1,71,0,18700
2,71,0,7800
2,71,0,5500
2,71,0,142000
2,71,20,20200
2,71,0,5700
2,71,0,7600
1,71,0,150000
1,71,0,8200
1,71,0,18200
1,71,0,14700
2,71,0,26500
2,71,30,36000
1,71,0,12600
1,71,20,52000
1,71,0,84800
1,71,0,17000
1,71,0,13300
2,71,0,24600
1,71,3,30900
1,72,40,185400
2,72,0,29000
2,72,0,20000
1,72,0,58800
1,72,0,102500
2,72,0,15000
2,72,0,85900
1,72,0,61000
2,72,0,15600
1,72,0,9900
2,72,20,8000
2,72,0,2700
2,72,0,12000
2,72,0,0
1,72,0,8200
1,72,0,12650
1,72,40,42600
2,72,28,15500
2,72,0,8510
2,72,0,4500
2,72,0,37300
1,72,0,26100
2,72,12,13510
2,72,0,21600
2,72,0,2200
2,72,24,4100
2,72,0,18900
1,72,60,55100
2,72,0,8800
2,72,0,24000
1,72,12,27100
2,72,0,4900
2,72,0,12100
2,72,0,4800
1,72,0,45600
2,72,0,13800
1,72,70,25090
2,72,0,12800
2,72,0,19000
2,72,0,0
2,73,0,4600
2,73,0,10800
2,73,0,11700
2,73,0,4000
1,73,0,25400
1,73,0,34000
1,73,0,13000
2,73,0,5100
2,73,0,10460
2,73,0,0
2,73,0,10000
2,73,0,19000
2,73,40,34500
2,73,0,8200
1,73,0,13100
2,73,0,12400
2,73,0,6000
1,73,0,15400
1,73,0,4600
1,73,35,30200
2,73,0,6000
2,73,0,19900
1,73,18,13200
2,73,0,5100
1,73,0,148700
2,73,0,10700
1,73,0,11200
1,73,0,28500
1,73,40,30400
2,73,0,3900
2,73,0,6000
1,73,0,1100
1,73,0,11300
1,73,0,18600
2,73,0,19000
1,73,0,16500
2,74,0,4600
1,74,0,0
1,74,40,30000
1,74,0,44700
1,74,0,20700
1,74,0,45000
1,74,0,17200
2,74,0,10000
1,74,0,10704
2,74,0,11100
2,74,0,8400
1,74,22,14900
1,74,40,6380
2,74,0,7300
1,74,0,15000
1,74,0,14000
2,74,0,0
2,74,0,8500
2,74,0,23700
2,74,0,7800
2,74,0,16400
2,74,0,25400
1,74,0,30000
2,74,0,12200
1,74,0,7700
2,74,0,5800
2,74,0,4600
2,74,20,18400
2,74,0,6200
2,74,0,0
2,75,0,18500
1,75,0,61500
2,75,15,21600
2,75,48,18900
2,75,0,3400
2,75,0,2900
2,75,12,187700
2,75,0,39700
2,75,0,6200
2,75,0,9300
1,75,0,36600
2,75,0,7300
2,75,0,17300
1,75,0,18300
1,75,0,15000
2,75,0,12000
1,75,0,20500
2,75,0,6000
1,75,0,8000
1,75,0,6800
2,75,7,28150
1,75,0,7200
2,75,0,17900
2,75,0,3000
2,75,0,46700
2,75,0,54400
1,75,30,46200
1,75,0,11630
1,75,0,18500
1,75,0,12000
1,75,40,39100
2,75,0,5000
1,75,0,14600
1,75,0,15600
2,75,0,23800
1,75,0,12900
1,75,0,21800
1,75,40,22500
1,76,0,22000
2,76,0,12300
1,76,0,27300
1,76,35,20200
1,76,0,32300
2,76,0,14500
2,76,0,14000
2,76,0,0
2,76,0,13400
1,76,5,23200
2,76,0,4000
2,76,20,23700
1,76,0,10500
2,76,0,68700
2,76,0,21000
2,76,50,28400
2,76,0,18500
2,76,0,13500
2,76,0,15800
2,76,8,26500
1,76,0,0
1,76,6,138170
2,76,0,8500
1,76,0,9600
2,76,0,6690
2,76,12,20300
2,76,0,5700
1,76,15,34000
1,76,0,11600
1,77,0,22700
2,77,40,34700
2,77,0,4200
2,77,0,5500
1,77,0,137700
1,77,0,28500
2,77,0,0
1,77,0,13000
2,77,0,2800
1,77,0,600
2,77,0,36700
1,77,0,4000
1,77,0,21300
1,77,0,20900
1,77,20,28700
1,77,2,63200
1,77,0,29100
1,77,0,19300
1,77,80,43000
1,77,0,21700
2,77,0,12800
1,77,15,13200
2,77,1,6900
1,77,0,66800
1,77,0,110200
2,77,0,14900
2,77,20,30300
2,78,12,7600
1,78,0,21000
2,78,0,22300
2,78,0,6500
2,78,0,0
1,78,42,32100
2,78,0,6100
1,78,0,2700
2,78,0,18000
1,78,0,39500
1,78,0,8300
1,78,0,15000
1,78,0,49700
1,78,0,31000
1,78,0,26400
2,78,0,17100
2,78,0,11200
2,78,0,47600
1,78,0,19500
1,78,0,26160
1,78,15,16700
2,78,0,2400
1,78,0,30000
2,78,0,27100
2,78,0,12000
2,78,0,21600
1,78,0,10300
1,78,0,10450
2,78,0,10000
1,78,30,141200
2,79,0,19500
2,79,40,38600
2,79,0,18700
1,79,0,7000
2,79,0,12000
1,79,0,29800
2,79,0,20500
1,79,0,6380
1,79,20,11400
2,79,0,19000
2,79,0,3900
2,79,0,3800
2,79,0,9400
2,79,0,9600
2,79,0,17700
1,79,14,66200
2,79,0,6430
2,79,0,10400
2,79,0,147800
2,79,0,33000
1,79,0,23000
2,79,0,6000
1,79,60,22900
2,80,0,15300
2,80,0,0
1,80,0,165000
2,80,0,17200
2,80,0,10000
2,80,0,5800
2,80,0,15000
2,80,0,13800
1,80,32,40600
2,80,0,2100
2,80,0,4800
2,80,0,9900
1,80,0,0
1,80,0,0
1,80,0,6300
2,80,0,6500
2,80,0,4970
2,80,0,4800
1,80,0,5100
2,80,0,1640
2,81,0,10200
2,81,0,18900
1,81,0,68000
2,81,0,10560
1,81,0,7000
2,81,0,13800
2,81,0,13700
1,81,0,8180
2,81,0,4100
2,81,0,3700
2,81,0,9500
1,81,0,9600
2,81,0,13300
2,81,0,8200
2,81,0,21100
2,81,0,5400
1,81,0,11800
2,81,0,14000
1,82,0,18000
1,82,0,274800
2,82,0,8000
2,82,0,27800
2,82,0,32000
1,82,0,23300
1,82,0,15080
2,82,0,8400
1,82,0,0
1,82,0,34500
2,82,0,28500
2,82,0,13100
1,82,0,11000
2,82,0,5400
1,82,0,18000
2,83,0,38000
1,83,0,134000
2,83,0,13400
1,83,0,55300
2,83,0,6700
2,83,0,29500
2,83,0,3500
2,83,0,85400
1,83,0,15400
2,83,0,11100
2,83,0,6000
2,83,0,14200
1,84,0,14600
1,84,0,21700
2,84,0,18200
1,84,0,12040
2,84,0,0
1,84,0,18700
2,84,0,152300
2,84,0,12800
2,84,0,0
1,84,0,23000
2,84,0,9200
2,84,0,6400
1,84,0,34300
1,84,19,14800
1,84,0,9780
1,84,0,6130
1,84,30,20520
1,85,0,8400
1,85,0,203800
1,85,0,18200
2,85,0,8000
2,85,0,0
2,85,0,7640
2,85,0,139300
1,85,0,13000
1,85,0,53500
2,85,0,33000
1,85,10,44400
2,85,0,7690
2,85,0,9600
2,85,0,12800
1,86,0,51200
1,86,0,16100
2,86,0,75800
1,86,0,10400
2,86,0,12400
1,86,40,11400
1,86,0,6000
1,86,0,13700
1,86,0,15400
1,86,0,3600
2,86,0,14900
2,86,0,11400
2,86,0,18500
1,86,0,26000
2,86,0,0
1,86,0,7800
2,86,0,17000
2,87,0,6100
2,87,0,15400
2,87,0,0
2,87,0,5900
1,87,0,10800
2,87,0,26400
2,87,0,15300
2,87,0,23300
2,88,0,20700
2,88,0,4800
1,88,0,16800
2,88,0,7160
1,88,0,59400
1,88,0,23200
2,88,0,13500
2,89,0,32900
2,89,0,82400
2,89,0,20900
2,89,0,9600
2,89,0,9500
2,89,0,9700
2,89,0,6200
2,89,0,4900
2,89,0,8000
2,93,0,7700
1,93,0,27200
2,93,0,16400
2,93,0,6000
2,93,0,15900
2,93,0,9100
2,93,0,5300
2,93,0,13200
1,93,0,16600
2,93,0,12000
2,93,0,14700
1,93,0,10900
2,93,0,9400
2,93,0,7800
2,93,0,14500
2,93,0,5400
2,93,0,6000
2,93,0,7900
1,93,0,0
2,93,0,9000
1,93,0,24000
2,93,0,3000
2,93,0,9500
2,93,0,4100
1,93,0,0
1,93,0,8600
1,93,0,6000
